Year,Anime_Name,Rank,Score
2017,京剧猫之信念的冒险,1915,7.2
2023,YOASOBI「海のまにまに」Official Music Video,4623,6.1
2018,龙王的工作！,5959,6.3
2019,川柳少女,4754,6.5
2021,无限滑板,4648,6.6
2017,境界的轮回 第三季,3827,6.6
2019,大人的防具店（里面）,7902,5.3
2021,烈火浇愁,3566,6.5
2016,寿司警察,7758,5.4
2018,天降少女！～从2层落下了少女！？～,7129,6.0
2019,魔道祖师 羡云篇,3499,6.7
2017,网络胜利组,4795,6.5
2021,宇宙战舰大和号2205 新的旅程 前篇 -TAKE OFF-,2861,6.8
2017,雄兵连之天河战役,6741,5.7
2024,尼尔：自动人形 Ver1.1a 第2部分,3280,6.8
2022,精灵旅社4：变身大冒险,7478,5.1
2021,一人之下4 出发！碧游村,2182,7.1
2021,开挂药师的异世界悠闲生活～在异世界开药店吧～,8121,5.5
2019,异世界四重奏,4092,6.7
2022,传颂之物 二人的白皇,4391,6.6
2023,Fate/Grand Order 藤丸立香想不明白,3277,6.8
2018,三丽鸥男子,7569,5.4
2019,ガキにもどって犯りなおしっ!!!,6758,5.9
2017,黑白无双 第二季,5415,6.0
2019,STAND MY HEROES PIECE OF TRUTH,7368,5.3
2018,K SEVEN STORIES Episode 1「R:b ～BLAZE～」,6265,6.1
2023,苍穹之法芙娜 BEHIND THE LINE,3812,6.6
2018,FLCL Progressive,4882,6.5
2018,邪神与厨二病少女,2480,7.0
2019,环战公主 CIRCLET PRINCESS,8316,5.2
2019,不吉波普不笑,1387,7.3
2016,僕らのセックス,8419,4.6
2017,我的天劫女友,8415,4.9
2024,依靠最弱辅助职能【话术士】的我统领世界最强氏族,8177,5.4
2022,我是格鲁特,5393,5.9
2016,食戟之灵 OAD,4343,6.6
2020,新樱花大战 the Animation,8167,5.4
2022,靠你啦！战神系统,6608,5.9
2018,弦音 -风舞高中弓道部-,5562,6.4
2022,名侦探柯南 万圣节的新娘,7109,6.0
2020,如果历史是一群喵 乱世三国篇,5635,5.7
2018,魔性之线DEVIL'S LINE,8361,5.2
2018,银河英雄传说 Die Neue These 邂逅,1128,7.4
2016,从很久以前就喜欢你了。～告白实行委员会～,4788,6.5
2024,期待在地下城邂逅有错吗V 丰饶的女神篇,1081,7.4
2016,魔法护士小麦R,6820,5.9
2021,水星领航员 The CREPUSCOLO,578,7.7
2021,剧场编集版 隐瞒之事 -秘密是什么-,1344,7.3
2020,她被他抱住的那天,7518,5.5
2020,弩级战队HXEROS HXEROS的日常 OAD,7096,5.9
2017,漂流武士 OVA,3169,6.8
2021,异世界迷宫黑心企业,4114,6.7
2019,闪亮美妙☆频道 第二季,2061,7.1
2018,黑社会的超能力女儿,1911,7.2
2016,红海龟,3015,6.8
2018,晚安sex,3860,6.7
2020,元龙,6658,6.1
2016,功夫熊猫3,5994,6.3
2017,草莓巧克力风味,8722,3.8
2017,红白黑黄 第五季,6042,6.2
2019,食戟之灵  神之皿,5741,6.3
2020,超次元游戏 海王星 ～涅普的暑假～,4923,6.4
2018,原书·原书使,8650,4.9
2022,小黄人大眼萌：神偷奶爸前传,5833,6.2
2020,猎魔武士,8855,3.0
2020,剧场版 Fate/Grand Order 神圣圆桌领域卡美洛 前篇 漂泊的银之臂,8586,5.1
2016,Re：从迷你开始的异世界生活,5184,6.4
2020,EVANGELION 超·现实,2996,6.8
2023,魔术士奥芬的无赖之旅 拉玛城篇,7686,5.0
2019,银河英雄传说 Die Neue These 星乱 第3章,776,7.6
2020,大理寺日志 定格动画小剧场,3893,6.5
2018,传颂之物 图斯库尔皇女的华丽日常,3226,6.8
2023,闵勇,2355,7.0
2019,我的英雄学院 英雄:崛起,8637,4.8
2023,拥有超常技能的异世界流浪美食家,5239,6.5
2017,末日时在做什么？有没有空？可以来拯救吗？,621,7.6
2017,高校舰队 OVA,4451,6.6
2020,汉化日记 第二季,2217,7.1
2020,BanG Dream! 第三季,1352,7.3
2020,神之塔,4571,6.6
2019,甲铁城的卡巴内利～海门决战～,5333,6.4
2022,蛋黄哥大冒险,3140,6.6
2020,雾山五行,722,7.6
2017,Just Because!,1329,7.3
2016,亚人 -冲戟-,2412,7.0
2016,数码宝贝大冒险 tri. 第二章「决意」,8088,5.5
2018,我家大师兄脑子有坑,7132,5.9
2019,放学后桌游俱乐部,6180,6.2
2018,马男波杰克5,502,7.9
2020,工作细胞！！最强之敌再临，体内'肠道'大骚动！,6212,6.2
2019,巨兵长城传,2766,6.8
2016,田中君今天也是如此慵懒,3820,6.7
2016,守望先锋：新生,3358,6.7
2021,狐妖小红娘 两生花篇,4804,6.4
2018,彼时彼女,6625,5.9
2016,动画锻炼！XX,5579,6.4
2017,战斗女子高校,8059,5.4
2017,不正经的魔术讲师与禁忌教典,6554,6.2
2018,pop子和pipi美的日常,8091,5.6
2017,乐高蝙蝠侠大电影,1916,7.2
2023,浪客剑心 －明治剑客浪漫谭－,4647,6.6
2022,食锈末世录,8413,5.3
2019,盾之勇者成名录,7916,5.7
2019,荒野的寿飞行队 外传 天空的春风飞行队,4765,6.4
2021,GIVEN 内侧的存在,3574,6.5
2016,双星之阴阳师,7764,5.8
2017,我的英雄学院 第二季,3849,6.7
2019,贤惠幼妻仙狐小姐,3523,6.8
2017,炎の孕ませおっぱい★エロアプリ学園 THE ANIMATION,6745,6.0
2022,真·一骑当千,7524,5.6
2022,向山进发 Next Summit,222,8.0
2018,年轻老板娘是小学生！,5965,6.1
2021,总之就是非常可爱 ～SNS～,4657,6.6
2017,漫研部～Surgical Friends～,4800,6.5
2021,Fate/Grand Carnival,2225,7.1
2021,盗墓笔记之秦岭神树,3029,6.8
2024,闭俗情侣与玩咖辣妹们进行性爱训练的故事,3328,6.7
2021,用身体来解决的百鬼屋侦探事务所 ～百鬼屋 光之妖怪事件簿～,8122,5.2
2019,虚构推理 迷你动画,6763,5.9
2016,催眠クラス～女子全員、知らないうちに妊娠してました～,8444,4.9
2020,神田川JET GIRLS -从现在起东京女子宣传-,7548,5.2
2018,学园奶爸,3863,6.7
2017,捏造陷阱 -NTR-,8727,4.7
2023,世界巨星,3288,6.8
2018,大好きな母,7572,5.7
2022,Let You Down,4437,6.4
2019,超可动女孩1/6,4096,6.6
2017,光之美少女 食尚甜心,5419,6.3
2018,新妻こよみ THE ANIMATION,6290,6.1
2019,为谁而炼金,7372,5.2
2023,魔法使的新娘 第二季,3832,6.7
2018,后街女孩,4884,6.5
2024,神偷奶爸4,8181,5.0
2022,beautiful day dreamer,5452,5.8
2017,混沌子,8443,5.3
2019,XL上司。,8337,5.2
2018,邻家的吸血鬼小妹,2484,7.0
2022,这个医师超麻烦,6624,6.1
2019,钻石王牌 act2,1389,7.3
2020,对魔忍阿莎姬～被捕的肉人偶～,8180,4.8
2016,航海王之黄金城,4350,6.6
2020,如果历史是一群喵 东汉末年篇,5662,5.9
2022,朋友游戏,7110,6.0
2018,魔法禁书目录 第三季,8368,5.4
2016,纳米核心 抉择篇,4837,6.4
2016,鬼斩,6822,6.0
2018,鲁邦三世 PART5,1192,7.4
2021,枕刀歌：千里不留行,1395,7.3
2024,Re：从零开始的异世界生活 第三季 袭击篇,1140,7.4
2020,中之人基因组【实况中】 OAD,7113,5.8
2017,飙速宅男 新世代,3174,6.8
2019,无限之住人-IMMORTAL-,2072,7.1
2016,精灵王座,3027,6.8
2021,境界触发者 第二季,613,7.7
2021,剧场版 美少女战士Eternal 后篇,4120,6.4
2018,钱进球场 第二季,1919,7.2
2020,宇崎学妹想要玩！,6661,6.1
2023,我的恶魔,2357,7.0
2020,致十年间的我,4998,6.3
2022,忧国的莫里亚蒂～百合的追忆～,5866,6.1
2018,轻羽飞扬,8660,5.0
2020,万圣街 第二季,3057,6.8
2016,剧场版 精灵宝可梦XY&Z 波尔凯尼恩与机巧的玛机雅娜,5192,6.4
2020,影之诗,8862,3.1
2020,日本沉没2020,8622,5.0
2020,灾祸的真理 -ZUERST-,3900,6.7
2019,马男波杰克6 上,794,7.7
2018,雷顿 神秘侦探社～卡托莉的解谜档案～,3227,6.8
2023,东京复仇者 圣夜决战篇,7688,5.7
2019,人妻、蜜与肉,8639,4.1
2017,航海王：东海篇～路飞与四名伙伴的大冒险～,4456,6.4
2023,镇魂街 风花雪月篇,5275,6.3
2020,凡人修仙传之凡人风起天南 贰,2231,7.1
2017,为美好的世界献上祝福！ 第二季,629,7.6
2020,BanG Dream! 少女乐团派对！☆PICO～大份～,1390,7.3
2022,电影 美味派对♡光之美少女 梦想的♡儿童套餐！,3170,6.7
2020,忧国的莫里亚蒂,4572,6.6
2020,某科学的超电磁炮T,732,7.6
2019,心理测量者 Sinners of the System Case.1 罪与罚,5337,6.4
2017,偶像活动Stars 第二年,1357,7.4
2018,冷然之天秤,7153,5.7
2016,排球少年 VS“不及格”,2448,7.0
2016,八尺八话快乐之旅~异形怪奇谭~,8090,5.4
2019,我们真的学不来,6230,6.3
2019,汉化日记,2851,6.9
2016,好孩子的历史动画：大大的萝卜,3844,6.4
2018,向山进发 第三季,519,7.7
2020,歌舞伎町夏洛克 OVA,6219,5.8
2019,3D彼女 第二季,5768,6.3
2024,沙漠大冒险：剧集,3366,6.7
2021,高达破坏者 对战记录,8127,5.1
2016,Crane Game Girls,8445,4.4
2020,调情和认真,7573,5.4
2018,我的英雄学院 两位英雄,7633,5.8
2019,ヴァルキリーハザード,8364,3.8
2020,Eternity ～深夜的濡恋频道♡～,8231,4.8
2016,拾荒者,3375,6.6
2018,妖神记 第二季,6673,5.5
2021,Tomorrow's Leaves,4822,6.2
2016,飯塚先輩×ブレザー ―姉キュン！より― THE ANIMATION,5580,6.3
2017,信长的忍者 伊势·金崎篇,1952,7.2
2017,从零开始的魔法书,6563,6.2
2018,音乐少女,8120,5.3
2019,超级小白,4783,6.5
2022,打工吧！！魔王大人,8417,5.3
2021,天宝伏妖录 第二季,3575,6.5
2019,剧场版 城市猎人 新宿私家侦探,3588,6.6
2023,楽園侵触 Island of the dead,4649,6.4
2019,HUMAN LOST 人间失格,7938,5.2
2016,Ragnastrike Angels,7774,5.6
2022,明日方舟：黎明前奏,7531,5.9
2021,剧场版 美少女战士Eternal 前篇,4675,6.2
2018,哥斯拉 决战之都,5973,6.3
2017,倾福小姐,4829,6.2
2022,擅长捉弄的高木同学 第三季,225,8.0
2021,剧场版 库特wafter,2254,7.1
2017,幻镜诺德琳,3850,6.6
2021,Princess Principal Crown Handler 第2章,3060,6.9
2019,女子棍球社！,6770,5.9
2018,航海王：空岛篇,3922,6.5
2022,入间同学入魔了 第三季,4438,6.6
2023,关于养猫我一直是新手 第二季,3338,6.6
2019,NULL & PETA,4104,6.6
2019,那年那兔那些事儿 第五季,7396,5.7
2024,寻神的旅途,8188,4.1
2017,交响诗篇 Hi-Evolution 1,5440,6.3
2018,宇宙战舰提拉米斯 2,4902,6.5
2022,召唤魅魔结果义母来了！？,5496,6.4
2023,小刻的画图写话,3833,6.6
2022,巨乳精灵母娘催眠,6629,6.0
2018,钱进球场,2498,7.0
2020,超次元游戏 海王星 ～Hi☆Light～,5678,5.9
2016,亚尔斯兰战记 OAD,4384,6.5
2019,鬼灭之刃,1448,7.3
2023,未必の恋,7412,5.3
2022,永久少年 Eternal Boys,7111,5.1
2016,绫镜少男 KING OF PRISM by PrettyRhythm,4878,6.1
2016,灵契,6830,5.8
2018,剧场版 进击的巨人 Season2～觉醒的咆哮～,1195,7.4
2019,虚拟小姐在看着你,8652,4.7
2021,热情闪耀！光之美少女,1416,7.3
2020,前说！,7139,5.8
2018,Tinderbox,8387,4.8
2024,王者天下 第五季,1145,7.5
2017,Infini-T Force,3196,6.8
2019,姐妹的性事情 [MOVIE],2115,7.1
2021,少女与战车 最终章 第3话,623,7.6
2018,幽游白书 完全新作动画,1931,7.2
2021,鬼灭之刃 鼓屋敷篇,4180,6.6
2021,萌妻食神之再结良缘,5660,6.0
2020,英雄王，为了穷尽武道而转生～然后，成为世界最强的见习骑士♀～,6687,5.2
2023,仙逆,2397,7.0
2020,高达创形者 Battlogue,5028,6.1
2020,宝石幻想 光芒重现,3068,6.9
2022,指名！,5917,6.2
2019,机动战士高达 THE ORIGIN 前夜 红色彗星,892,7.5
2024,恋乳私房特注～再来一份～,6794,5.7
2016,少年女仆,5194,6.4
2020,蛹梦,3936,6.6
2017,我是江小白,4459,6.5
2023,总之就是非常可爱 女子高中篇,5287,6.4
2020,无限系统树,8623,4.9
2020,鬼灭之刃 那田蜘蛛山篇,2259,7.1
2018,甜蜜惩罚 我是看守专用宠物,8695,4.6
2022,风都侦探,3176,6.8
2020,IDOLiSH7-偶像星愿- Second BEAT!,1440,7.3
2023,伊藤润二《狂热集》,7691,5.7
2016,魔将の贄3,8140,5.2
2019,ビッチ学園が清純なはずがないっ!!? The Animation,8375,4.7
2016,魔法少女什么的已经够了啦。,5608,6.4
2023,LV1魔王与独居废勇者,4660,6.6
2022,魔法使黎明期,8799,4.2
2019,魔法少女特殊战明日香,6888,6.0
2022,BanG Dream! Morfonication,5536,6.4
2020,炎炎消防队 二之章,4589,6.6
2017,剧场版 Fate/stay night [天之杯] I.恶兆之花,631,7.6
2020,Love Live! 虹咲学园校园偶像同好会,780,7.5
2018,全职法师 第三季,7157,5.5
2016,亚人 第2部分,2456,7.0
2019,ANOTHER WORLD,2866,6.9
2019,临死！！江古田,6234,6.1
2016,哆啦A梦：新·大雄的日本诞生,3878,6.7
2020,我家大师兄是个反派,6236,6.1
2018,黄金神威 第二季,554,7.7
2021,美妙世界,8141,5.3
2016,LO Re：パコ すくすくみずきちゃん THE ANIMATION,8447,4.6
2023,BASTARD！！暗黑破坏神 第二季 地狱的镇魂歌篇,6513,5.8
2024,永生 第三季,3469,6.5
2016,三者三叶,3402,6.8
2021,期待在地下城邂逅有错吗Ⅲ OVA,4849,6.5
2017,南方公园 第21季,2000,7.1
2017,活击 刀剑乱舞,6565,6.1
2018,俺が姪を○す理由,8131,5.4
2021,百妖谱 第二季,3644,6.7
2023,勇者死了！,7939,5.7
2019,笨拙之极的上野,4785,6.5
2022,龙族,8421,5.2
2019,神田川JET GIRLS,7947,5.5
2016,舞兵器舞乱伎,7776,5.7
2018,怪兽娘～奥特怪兽拟人化计划～ 第二季,5979,6.1
2021,君主·埃尔梅罗二世事件簿 魔眼收集列车 特别篇,4677,6.6
2022,租借女友 第二季,7542,5.9
2019,Re:Stage！Dream Days♪,3622,6.7
2017,埃罗芒阿老师,4848,6.5
2021,石纪元 石之战争,2299,7.1
2017,失忆融合WIXOSS -missing link-,3869,6.5
2022,辉夜大小姐想让我告白-初吻不会结束- 剧场版,256,8.0
2021,假如…？ 第一季,3075,6.8
2018,幻想万华镜 试胆大会之章,3960,6.7
2021,镇魂街 第二季,7680,5.7
2023,无神世界的神明活动,3372,6.8
2022,邪神与厨二病少女 X,4444,6.6
2019,OBSOLETE,7397,5.6
2024,北海道辣妹贼拉可爱,8204,5.5
2017,我爱着机器人那一方的你,5443,6.1
2018,熊出没·变形记,4903,6.2
2022,转生成为魔剑,6640,6.1
2023,魔法少女诺布尔・劳斯 THE ANIMATION,7421,4.9
2023,名侦探柯南 黑铁的鱼影,3846,6.7
2018,蓝海少女 第二季,2507,7.0
2016,克拉斯卡劳埃德,4405,6.5
2020,援助交配,5688,6.3
2019,天气之子,2130,7.1
2024,魔女与野兽,6874,6.0
2016,房东妹子青春期,4905,6.5
2022,神渣☆爱豆,7112,5.9
2016,腐男子高校生活,6864,6.0
2019,厨神小当家,8658,4.8
2024,时光巡逻队 第一季,6358,6.0
2018,魔法少女奈叶 Detonation,1244,7.4
2020,助っ人参上!! THE ANIMATION,7142,5.7
2024,大室家 亲爱的朋友们,1169,7.4
2021,鬼灭之刃 游郭篇,1456,7.3
2017,战姬绝唱SYMPHOGEAR AXZ,3223,6.8
2018,鬼灯的冷彻 第二季 其之二,1946,7.1
2021,迦希女王不会放弃,5664,6.4
2021,攻壳机动队 SAC_2045 永续战争,4187,6.5
2020,约定,6694,5.5
2023,小鸟之翼 高尔夫少女 第二季,2485,7.0
2021,希德尼娅的骑士：织爱之星,694,7.6
2020,碳变：义体置换,5034,6.1
2020,獭獭突然想到,3073,6.7
2018,嫁给非人类,8144,5.4
2022,Play Play 昴宿星团 4,5930,6.1
2016,海底总动员2：多莉去哪儿,5212,6.4
2024,誤爆〜萌えママ徒然〜,7558,4.8
2019,银河英雄传说 Die Neue These 星乱 第1章,917,7.5
2023,晚安世界,5308,6.4
2024,指尖相触，恋恋不舍,4482,6.6
2020,蜡笔小新 激突！涂鸦王国与四位勇者,2276,7.1
2020,淫毛,8629,4.2
2016,钢之管弦乐,5621,6.2
2020,安达与岛村,1444,7.3
2022,咏梅,3184,6.8
2022,最后的召唤师,7577,4.8
2023,赛马娘 Pretty Derby 第三季,8584,5.1
2023,僵尸百分百～在成为僵尸前要做的100件事～,7705,5.8
2022,地球外少年少女 后篇,5546,6.4
2021,生化危机：无尽黑暗,8610,4.7
2022,奶龙,8804,3.9
2023,魔法使的新娘 第二季 第2部分,4670,6.5
2017,夏目友人帐 陆,673,7.6
2022,泡泡,8626,5.0
2020,王者天下 第三季,783,7.6
2016,钻石王牌 第2部 OAD,2473,7.0
2019,星合之空,2933,6.9
2023,第二次被异世界召唤,8802,4.2
2019,旗扬！兽道,6240,6.2
2024,不时轻声地以俄语遮羞的邻座艾莉同学,7865,5.7
2020,大王不高兴 第二季,6251,5.8
2018,ReLIFE 完结篇,612,7.6
2021,苍之骑士团,8169,5.3
2023,冬天的馈赠,6522,5.6
2024,落凡尘,3496,6.6
2024,剧场版 OVERLORD 圣王国篇,5749,6.1
2021,Love Live! Superstar!!,4850,6.5
2023,蓝色管弦乐,6954,6.0
2021,哥斯拉：奇点,3731,6.7
2019,裤袜视界,4798,6.5
2018,汤摇庄的幽奈同学 OAD,6008,6.2
2023,爱上她的理由,7951,5.1
2022,幻想三国志 -天元灵心记-,8430,3.8
2021,鬼灭之刃 浅草篇,4685,6.5
2022,致深爱你的那个我,7567,5.8
2021,少年歌行 风花雪月篇 上部,2300,7.0
2017,黑色五叶草,4867,6.5
2022,死神 千年血战篇,273,7.9
2021,影宅,3155,6.9
2023,银砂糖师与黑妖精 第2部分,7425,5.7
2020,我为歌狂之旋律重启,5744,5.9
2021,幻变梦境,7736,5.4
2019,堕落RPG 圣骑士露比莉亚丝,7405,5.6
2023,大王饶命 第二季,3436,6.7
2021,完美世界,5189,6.3
2017,秋叶原之旅,5477,6.4
2024,愚蠢天使与恶魔共舞,8205,5.5
2022,电影 奇巧计程车 扑朔谜林,4453,6.6
2018,Slow Start,2530,7.0
2023,剧场版 美少女战士Cosmos 前篇,3889,6.4
2022,光年正传,6696,5.2
2021,范马刃牙,6248,6.2
2022,范德尔故事 被诅咒的王子,2228,7.1
2016,红白黑黄 第四季,4908,6.5
2024,学姐是我的炮友,6909,5.6
2022,食草老龙被冠以恶龙之名,7140,5.8
2016,ヌーディストビーチに修学旅行で!! THE ANIMATION,6877,5.9
2019,BanG Dream! FILM LIVE,2169,7.1
2018,刺客伍六七,1310,7.3
2024,一兆＄游戏,7570,5.5
2024,我的妻子没有感情,6408,6.2
2024,深夜重拳,1185,7.4
2021,斗破苍穹 特别篇3 三年之约,1463,7.3
2021,纯白之音,5684,6.3
2021,巴克·亚罗,714,7.6
2020,织田肉桂信长,5054,6.5
2020,万圣街,3183,6.8
2023,为美好的世界献上爆焰！,2577,7.0
2021,半妖的夜叉姬 第二季,8373,4.9
2022,被黑暗笼罩的村子 The Animation,7891,5.3
2022,擅长捉弄的高木同学 剧场版,712,7.6
2022,杜鹃的婚约,8100,5.6
2023,赛马娘 Pretty Derby 巅峰之路,896,7.5
2024,雌吹 THE ANIMATION,8385,4.7
2020,义姐是不良妈妈哺乳中,2302,7.1
2023,镖人,5346,6.3
2024,昏行者,4522,6.3
2022,我与机器子,3192,6.8
2020,邪神与厨二病少女’,1549,7.3
2022,PUI PUI 天竺鼠车车 驾校篇,7589,5.7
2023,逃走中 GREAT MISSION,7707,5.0
2021,特斯拉笔记,8611,3.7
2023,阿鲁斯的巨兽,8589,5.0
2022,忍者一时,8808,4.2
2023,鬼灭之刃 游郭篇 特別编集版,4706,6.5
2022,暑假结束后的她…,8628,4.3
2020,排球少年 TO THE TOP,807,7.5
2023,关于邻家的天使大人不知不觉把我惯成了废人这档子事,8805,4.3
2018,齐木楠雄的灾难 第二季,649,7.6
2024,腼腆英雄 东京夺还篇,7867,5.5
2021,Show Time！唱歌的大姐姐也想做,8171,5.4
2023,熊出没·伴我“熊芯”,6547,5.7
2024,决斗大师 LOST ～追忆的水晶～,3539,6.5
2024,我独自升级,5826,6.3
2021,青春期的学习,4852,6.5
2023,世界尽头的圣骑士 铁锈之山的君王,6964,5.9
2021,EX-ARM,8874,2.0
2023,Paradox Live THE ANIMATION,8206,5.2
2023,Show Time！唱歌的大姐姐也想做 第二季,8372,5.1
2024,佐佐木与文鸟小哔,8579,5.1
2022,机动战士高达 水星的魔女,4489,6.6
2024,怪人的沙拉碗,2234,7.1
2023,异世界悠闲农家,5456,6.4
2024,航海王：粉丝来信,55,8.5
2023,至高之牌,7974,5.6
2022,圣剑传说 玛娜传奇 -泪珠水晶-,8435,4.7
2024,重来吧、魔王大人！R,8790,3.7
2022,电影 摇曳露营△,1584,7.3
2023,葬送的芙莉莲,36,8.6
2021,真实工口游戏2,6788,5.9
2023,屋顶上的拉贾,5993,5.5
2021,pop子和pipi美的日常 再放送,7796,5.5
2023,开阔天空！光之美少女,7443,5.8
2022,剧场版 高达G之复国运动 Ⅳ 在激斗中呼唤爱,333,8.0
2021,天地创造设计部,5199,6.5
2023,狐妖小红娘 无暮篇,3450,6.7
2022,秋叶原冥途战争,4470,6.6
2024,这个世界漏洞百出,8211,5.4
2022,爱、死亡 & 机器人 第三季,2287,7.1
2024,到了联谊会上发现连一个女生都没有,6913,5.9
2022,继母的拖油瓶是我的前女友,7899,5.7
2024,碰之道,8386,5.3
2023,超次元游戏 海王星 ～沐浴阳光的紫茄子花～,3906,6.5
2021,真子酱开发日记,6276,6.1
2021,伊甸,7216,5.5
2024,黄昏光影,7575,5.4
2024,好喜欢好喜欢最喜欢做爱的同班女同学,6444,5.6
2024,好想告诉你 第三季,1287,7.4
2021,鲁邦三世 PART6,5754,6.3
2021,剃须。然后捡到女高中生。,8405,5.3
2023,SSSS.电光机王 剧场总集篇,2584,7.0
2022,明日同学的水手服,736,7.6
2023,宝可梦 地平线,898,7.5
2022,美味派对♡光之美少女,8106,5.2
2022,环太平洋：黑色禁区 第二季,8655,3.9
2024,BLOODY ESCAPE -地狱的逃跑剧-,4544,6.3
2023,香格里拉·弗陇提亚～屎作猎人向神作发起挑战～,5442,6.4
2022,雌性友人,7621,5.5
2022,他在演奏我们的歌,3237,6.6
2021,将身体献给魔王伊布罗贾,8614,4.4
2023,数码宝贝02：最初的召唤,8592,4.7
2023,邪神与厨二病少女【世纪末篇】,7757,5.7
2022,永远的831,8809,3.8
2021,暗夜第六感 2041,8184,4.9
2021,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 Licht 无名的少女,4854,6.5
2023,幻日夜羽 -镜中晖光-,8379,5.3
2023,经验丰富的你和经验为零的我交往的故事,8826,4.0
2023,伍六七之暗影宿命,6548,6.1
2024,妖怪学校的新人教师！,7871,5.3
2024,公主大人“拷问”的时间到了,3621,6.7
2024,白蛇：浮生,5857,6.2
2023,亡骸游戏,6967,6.0
2023,我家的英雄,8209,5.5
2024,吹响！悠风号 第三季,8585,5.1
2024,我心里危险的东西 第二季,99,8.3
2023,极主夫道 第二季,5472,6.4
2024,沧元图 东宁府番外篇,2246,7.0
2022,OVERLORD 第四季,4531,6.6
2021,黑塔利亚 World★Stars,6799,5.8
2021,回复术士的重来人生,6316,6.2
2023,东京复仇者 天竺篇,7988,5.4
2022,同级生 重制版 THE ANIMATION,8449,4.9
2024,魔王军最强的魔术师是人类,8793,4.2
2022,间谍过家家,1604,7.2
2023,幻想万华镜 灵梦暗杀计划之章,6102,6.1
2021,通灵王,7811,5.6
2022,相合之物,365,7.8
2023,AI电子基因,7448,5.8
2021,瑟莉亚老师的激动人心魔法教室,5233,6.1
2022,宇宙战舰大和号2205 新的旅程 后篇 -STASHA-,2295,7.0
2024,让妻子参加同学会后,6928,5.5
2024,我回来了，欢迎回来,8224,4.9
2022,黑之召唤士,7911,5.7
2024,转生贵族凭鉴定技能扭转人生 第二季,8388,4.9
2023,BanG Dream! It's MyGO!!!!!,118,8.2
2024,与妖为邻,6492,6.0
2021,转生成蜘蛛又怎样！,7217,6.0
2024,格林童话变奏曲,7580,5.8
2024,剑来,1314,7.4
2022,漂流家园,7624,5.8
2021,变身成黑辣妹之后就和死党上床了。,8617,4.9
2021,我们的重制人生,5773,6.3
2021,君至彼方、已非吾能企及,8406,4.8
2022,崩坏3 因你而在的故事,759,7.6
2023,火柴人 VS 物理,947,7.6
2022,黑岩射手：黎明降临,8657,4.8
2022,舰队Collection 总有一天，在那片海,8108,5.5
2024,四重星,4625,6.2
2022,喜羊羊与灰太狼之筐出未来,3243,6.8
2023,好色精灵探访记,5450,6.3
2022,失格纹的最强贤者,8812,4.2
2023,大雪海的卡纳,8612,5.0
2023,终末的女武神Ⅱ 后篇,7765,5.6
2021,视觉监狱,8187,4.8
2023,冰剑的魔术师将要统一世界,8836,3.9
2021,让我听见爱的歌声,4891,6.5
2023,枪神 斯坦比特,6593,6.1
2023,转生成自动贩卖机的我今天也在迷宫徘徊,8380,5.3
2024,性欲つよつよ THE ANIMATION,7879,5.2
2024,天穗之咲稻姬,5859,6.3
2024,美妙宠物 光之美少女！,3723,6.6
2023,喜欢的人忘记戴眼镜了,8217,5.5
2023,遮天,6978,5.6
2024,范马刃牙VS拳愿阿修罗,8616,4.4
2024,Yu-Gi-Oh! CARD GAME THE CHRONICLES,2378,7.0
2023,幼女社长R,5480,6.1
2021,扶桑花之舞,6809,5.6
2024,物语系列 外传季&怪物季,102,8.3
2022,两人份的证明,4539,6.5
2022,无限世界,8455,4.2
2021,邪娠娼馆,6327,6.1
2024,巨乳女士官・洗脳催眠,6995,5.6
2023,夫妻交欢～回不去的夜晚～,8003,5.4
2024,古连泰沙U,8807,3.8
2023,伊甸星原 第二季,6120,6.1
2021,四季樱,7818,5.3
2022,悠哉日常大王 Nonstop OAD,404,7.8
2023,关于我转生变成史莱姆这档事 柯里乌斯之梦,7457,5.8
2021,伊甸星原,5245,6.4
2022,福星小子,1646,7.2
2022,JOJO的奇妙冒险 石之海 第2部分,2326,7.0
2024,反派大小姐等级99～我是隐藏BOSS但不是魔王～,8233,5.5
2022,彩绿,7915,5.5
2021,桃子男孩渡海而来,8630,4.9
2021,扰乱 THE PRINCESS OF SNOW AND BLOOD,8424,5.1
2023,冰海战记 第二季,191,8.1
2024,吸血鬼男子宿舍,8390,4.5
2021,魔法纪录 魔法少女小圆外传 2nd SEASON -觉醒前夜-,7228,6.0
2024,终结者Zero,6494,5.5
2024,【我推的孩子】 第二季,1331,7.3
2022,暗芝居 第十季,7640,5.2
2021,如果历史是一群喵 两晋南北篇,5827,5.6
2024,冻牌～地下麻将斗牌录～,7601,5.6
2022,平家物语,771,7.6
2023,画江湖之天罡,955,7.5
2022,pop子和pipi美的日常 第二季,8665,4.9
2024,地。 ―关于地球的运动―,4662,6.6
2022,SUMMER ～乡下的性生活～,8138,5.0
2024,暗芝居 第十二季,7895,4.7
2022,少年歌行 风花雪月篇 下部,3259,6.7
2023,绊之Allele 第二季,8613,3.9
2023,杀手奶爸,7785,5.7
2022,室内足球少年!!!!!,8821,3.1
2021,龙与雀斑公主,8191,5.5
2021,八十龟酱观察日记 第三册,4911,6.2
2023,某大叔的VRMMO活动记,8837,3.7
